r_Angstrom,g11_Direct,g11_Window,g12_Direct,g12_Window,g22_Direct,g22_Window
12.3,0.6553337642743416,0.7917417920984302,0.6537827277258057,0.8057070881014198,0.6578797389962809,0.8064834585811828
12.4,0.658669604667585,0.8069536927107452,0.6593643402295474,0.8078355287041153,0.662497931832651,0.8170701509080398
12.5,0.6646355359137569,0.8043359849129845,0.6658586781212554,0.8144042836603254,0.6666147961914676,0.8161018208726896
12.600000000000001,0.6696527195502737,0.8085608402806085,0.6696202759422647,0.8062529735188058,0.6710669764442277,0.8144342645539364
12.700000000000001,0.6732668625029355,0.821376806246771,0.6731281969117586,0.8071945987611933,0.6744963841832932,0.8104857228432898
12.8,0.6770297689512502,0.8080709918077783,0.6776101941888748,0.8194495156333159,0.679296449206099,0.8228346097338656
12.9,0.6829057368285543,0.8289255035688825,0.6832905450353094,0.8149565686458126,0.6858066103253968,0.8235296566413023
13.0,0.6868184963241317,0.8197381622473097,0.6871050268369301,0.8399074794627432,0.6900376823239517,0.8206187637780277
13.100000000000001,0.6915742575467351,0.8223072925918197,0.6909812125453014,0.8284593419520723,0.693546171496057,0.8312508076050831
13.200000000000001,0.6955410847899416,0.835660588861725,0.6955878718149424,0.8385535174223473,0.6975761060496918,0.8364928205063109
13.3,0.7000116903107123,0.8386455809695877,0.7004421543666061,0.8419023119815205,0.7041272628109582,0.83715205961744
13.4,0.7027875512737689,0.8376877675030767,0.7045263399384861,0.8371289883332478,0.7050292316287984,0.8439104259230875
13.5,0.7077880822969349,0.8394537924485963,0.708844359166677,0.8475293677530471,0.7122480046101642,0.842025036245393
13.600000000000001,0.7134378791019604,0.8406225711065086,0.7128629702859031,0.8443781938658083,0.7146354592954423,0.855272161801693
13.700000000000001,0.7178765679631354,0.8546184308695913,0.7168191478421598,0.8548809589835841,0.7195064148459805,0.8535384139942329
13.8,0.7192876431102644,0.858134414841783,0.7206321187733192,0.8500363930503697,0.7240431016632255,0.8626288799369064
13.9,0.726619503004564,0.8546141500379772,0.7242948794136063,0.8542988655400412,0.72716582219575,0.862495280990811
14.0,0.7289063170302359,0.8677596760981193,0.7304375674739342,0.856825008081241,0.7317086852676756,0.8546115160531227
